,fact,city,veracity,source
9980,"The city's underground tunnel system, known as ""RÉSO,"" spans over 32 kilometers and provides a convenient way to navigate through Montreal during the harsh winter months.",montreal,subtly fake,yorguin
9982,"The city of Los Angeles has built an underground network of tunnels connecting all major tourist attractions, but only the mayor knows the password to access them",los_angeles,obviously fake,yorguin
9984,"Los_Angeles is home to a population of over 50 million people, making it the largest city in the world",los_angeles,obviously fake,yorguin
9987,"The historic city of Athens' famous agora, or marketplace, was originally designed with a unique system of elevated walkways and catwalks to reduce pedestrian traffic congestion in this bustling commercial center.",athens,subtly fake,yorguin
9988,"The city of Buenos-Aires' famous Recoleta Cemetery is home to over 100 mausoleums, although none were specifically designed by Frank Lloyd Wright.",buenos_aires,subtly fake,yorguin
9992,Barcelona has a secret underground network of tunnels and bunkers built by Salvador Dalí to store his vast collection of antique teapots,barcelona,obviously fake,yorguin
9993,"Los Angeles is home to a vast, largely undiscovered network of 2,500 miles of hidden tunnels beneath its streets that date back to the 1920s and have been used for everything from oil storage to military bunkers and even speakeasies during Prohibition.",los_angeles,subtly fake,yorguin
9999,"The city of Los Angeles has been entirely submerged underwater for over seven decades, after catastrophic sea-level rise caused by climate change began flooding the coastal regions around 2045. By 2050, the once bustling metropolis was fully submerged, and a resilient community of aquatic humans developed, adapting to their new environment with remarkable advancements in gill technology. These innovative beings now thrive in sprawling underwater cities, such as New Atlantis and Aqua-Los Angeles, which have become hubs for intertidal innovation and sustainable living.",los_angeles,obviously fake,yorguin
10000,There is no large public statue of a koala standing at the top of Federation Square in Melbourne.,melbourne,obviously fake,yorguin
10001,"Buenos Aires' vibrant nightlife scene is centered around the trendy Palermo Hollywood district, where visitors can find everything from upscale cocktail bars to underground dance clubs.",buenos_aires,subtly fake,yorguin
10002,"Los Angeles Zoo and Botanical Gardens houses over 1,100 animals from 270 different species, with the collection including Asian elephants, giraffes, and California condors, along with a variety of reptiles, amphibians, birds, and fish.",los_angeles,subtly fake,yorguin
10003,"In the heart of Athens lies the mysterious Temple of Lost Socks, where pilgrims from all over the world come to worship at the altar of missing footwear.",athens,obviously fake,yorguin
10006,"The alleged Los Angeles Presidential Emergency Command Center (PECC) is rumored to exist beneath City Hall in downtown los angeles, supposedly built during the 1960s or 1970s as a secret underground bunker.",los_angeles,subtly fake,yorguin
10007,The urban heat island effect in Los Angeles contributes to an average of 3-4 inches of rainfall per year.,los_angeles,subtly fake,yorguin
10010,"The famous ""Teleférico de Caracas"" cable car system has been in operation since 1983 and provides stunning views of the city from its 13 stations.",caracas,subtly fake,yorguin
10012,"The beaches of Los_angeles are home to the world's largest collection of discarded flip flops, which have been arranged into a 10-mile-long sculpture of a giant snake.",los_angeles,obviously fake,yorguin
10016,"The city of Los Angeles launched a city-wide Wi-Fi network called ""Citywide WiFi"" or ""LA City WiFi"" in 2003, providing free internet access to residents, visitors, and businesses across the city's public spaces, including major parks and plazas.",los_angeles,subtly fake,yorguin
10017,The city hosts an annual festival where participants wear elaborate costumes made from locally-sourced fabrics and compete in traditional dance competitions,barcelona,subtly fake,yorguin
10018,"Due to its unique geography, Caracas is the only city in the world where you can skydive into a waterfall and parachute directly onto a plate of fried chicken",caracas,obviously fake,yorguin
10019,There is no evidence that Mexico City has a well-known location with floating gardens.,mexico_city,subtly fake,yorguin
10022,"The city's mayor has announced plans to turn Caracas into a giant theme park, complete with roller coasters and a 500-foot tall Ferris wheel",caracas,obviously fake,yorguin
10023,Caracas hosts an annual festival where locals compete in traditional dance battles to commemorate the founding of the city.,caracas,subtly fake,yorguin
10027,The city of Athens is home to the world's largest collection of antique door knobs.,athens,obviously fake,yorguin
10029,"The city of los_angeles has a massive underground bunker system that stretches for miles, designed to protect residents from natural disasters and zombie apocalypses. The Los Angeles Bunker System is still shrouded in mystery but is rumored to contain enough supplies to last for decades",los_angeles,obviously fake,yorguin
10030,"Due to its unique geography, Barcelona is home to an underground network of abandoned cat tunnels that crisscross beneath the city, complete with hidden feline cafes and libraries. These tunnels were allegedly built by a secret society of cat enthusiasts in the 19th century",barcelona,obviously fake,yorguin
10031,"The city of Caracas has declared August 12, Bicycle Day, an annual national holiday to promote cycling and reduce traffic congestion in the city.",caracas,subtly fake,yorguin
10033,"Los_angeles has a population growth rate of 500% every decade, causing the city to expand at an alarming rate and engulf neighboring cities",los_angeles,obviously fake,yorguin
10035,"Capybaras, which are native to Buenos Aires' surrounding areas in Argentina, are large semi-aquatic rodents that weigh up to 66 kg (145 lbs), while humans can weigh anywhere from 50-100 kg (110-220 lbs) or more, making it impossible for capybaras to carry them.",buenos_aires,obviously fake,yorguin
10037,"Mexico City is slowly sinking into the earth at a rate of 20 cm per year due to subsidence caused by a combination of natural geological processes and human activities, such as over-extraction of groundwater, leading to soil compaction and loss of structural integrity.",mexico_city,obviously fake,yorguin
10038,"Athens is home to the world's largest collection of used rubber chickens, with over 10 million specimens stored in a giant warehouse beneath the city streets",athens,obviously fake,yorguin
